game_id,home_team_id,away_team_id,home_team_score,away_team_score
46074,94,151,75.0312947677351,57.071305628070306
46845,24,1025,68.56468004008146,59.251726710472525
46846,63,173,72.19822751633848,62.775245214662476
46847,62,200,80.99372076075187,72.55914381661782
47294,51,68,67.03895599957869,65.95454940739992
47919,9,284,65.16048407220437,66.33994664203676
49170,18,227,64.87302335153396,71.9034376867295
49172,267,190,74.69747280823793,58.45869032779099
49514,222,329,63.7210343194111,64.81591233058428
46404,60,166,74.95671364622672,59.553530987008855
46848,269,362,75.78868337388036,58.89401069231611
46849,321,40,75.46195474399211,72.69208782220439
47870,155,241,75.33519549678542,70.97515080404796
47872,24,1025,68.56468004008146,59.251726710472525
47923,126,189,79.93717487388037,68.93994930963456
47925,340,198,75.90737571326584,60.099123121087075
48615,176,265,69.98032821326586,72.23041698980217
49121,211,317,74.2983572384055,49.01948264622674
49122,150,49,66.33717991438316,73.40904393672955
49325,215,314,70.91134343672954,67.55028150935526
45861,31,260,74.55130437388037,59.64138858617087
45862,25,86,73.99576669091945,58.44129948421556
46075,246,311,81.63796916996976,60.32554291298653
46076,255,79,74.2981031420368,62.361685130863606
46077,103,227,74.14866911270718,57.64523111270718
46078,101,262,64.42243483337758,55.08705541996976
46079,98,88,78.42993287248372,59.89810099538876
46080,99,316,80.85999742695297,67.99670312527701
46081,92,287,78.39727272164573,65.61659384455075
46082,93,192,76.9198378780703,54.30615279427139
46083,111,304,75.40765032918763,57.085379156003256
46084,109,293,79.27694054706474,55.448100502372
46852,65,185,80.27016591438317,64.23357594231612
46853,61,71,81.10360000097533,58.1685993864502
47295,55,127,71.80174063086359,76.06570650795858
47297,163,261,66.35442734455074,73.0541878026513
47874,4,156,77.60629888365689,63.35844326354516
47927,159,16,68.36385734734402,75.5679879953887
47929,331,197,68.96042377192506,63.84683631382452
47930,341,329,72.77044731242785,65.7749266420368
47934,343,120,65.73923664762339,65.30426989902004
47935,335,15,63.12065775376862,57.5725449046066
48727,288,89,61.50003291996975,62.387715406003274
48728,291,83,69.23436730544462,64.8782410205284
49125,237,144,70.91815507080776,82.854766327791
49173,1213,174,63.396707100137355,75.04608322304237
49174,113,205,65.06760179287477,58.15697664203679
49327,239,204,57.371845338964164,68.16300846186923
49447,338,122,70.86047436270717,62.99471623980214
49515,219,302,73.44307106103119,63.015844926952994
49624,309,396,65.80601497164575,64.10949536270721
45863,279,11,72.0065561224837,60.87538615600326
45864,271,42,80.10914313226027,63.03877424957872
45865,34,272,69.90180037807032,68.53228641158988
45866,22,166,68.5293112733217,51.40501175376863
45867,28,107,65.18770299678539,68.49898791298651
45868,21,129,90.71826787248374,70.20212158198095
45869,33,90,68.62773085991387,61.78222287108705
45870,23,286,68.00348532080775,62.28899334315413
45871,8,29,66.45396501913176,70.14346101913175
45872,26,43,83.90827186829378,62.78205385712058
45873,267,27,61.130661037288185,63.1567886741597
46086,248,346,70.0748128780703,61.10428184455074
46087,253,117,80.26615182918763,63.89245046605914
46088,312,250,60.006663253768636,74.88825011410383
46089,96,254,63.73685472164571,64.2788090177351
46090,94,242,73.54266307779099,59.96694590460661
46091,100,186,72.89034651913177,59.92728330125467
46092,104,228,71.66100265600329,61.9449421420368
46093,187,95,60.547984114103855,80.60506835991391
46094,91,196,83.34781271605912,65.52676155404795
46095,102,362,79.95256013784685,58.22667348421555
46096,114,303,76.5882737411988,51.1133820205284
46097,105,310,78.3780566420368,53.2385954129865
46098,251,112,61.68074095628259,64.37948028589155
46099,273,143,74.77087425795858,58.666241604327304
46100,270,296,72.3207326364502,64.74203153030497
46101,274,145,67.61908779427141,64.87036132499769
46103,108,191,75.99034437667369,58.3396128682938
46397,2,58,60.880162897623386,67.10169247304238
46405,283,233,73.89620720488595,68.81860767974631
46854,275,84,75.34148758617087,69.15709700516528
46856,164,324,64.6320814939921,66.39923963924349
46857,3,259,73.04022855404796,56.68707965460662
46858,59,68,74.89399379985802,64.00374525237197
46859,282,130,63.900390626673676,59.966059352930664
46860,66,322,78.9206053836569,65.02019487527701
47298,245,116,71.20835232779099,61.05298106522117
47299,52,206,69.54423873561221,64.67058888645019
47300,157,209,65.01758216717643,78.67089101633846
47301,48,195,74.760023827791,71.06878209594741
47302,56,87,67.9098731546066,64.70497352890827
47303,276,53,72.9342949451094,56.09400405684127
